partition,fold,pair,rank_b,rank_c,rank_diff,abs_rank_diff,oracle_kl,spearman_rho_fold
2,1,"{50, 36}",75,26,-49,49,0.0016061303904280066,0.8377753949717033
2,1,"{36, 52}",168,159,-9,9,0.003090089885517955,0.8377753949717033
2,1,"{36, 53}",29,78,49,49,0.0019436574075371027,0.8377753949717033
2,1,"{42, 38}",21,54,33,33,0.0008744921069592237,0.8377753949717033
2,1,"{44, 38}",139,105,-34,34,0.0025914888828992844,0.8377753949717033
2,1,"{46, 38}",23,60,37,37,0.0009011023794300854,0.8377753949717033
2,1,"{38, 47}",19,53,34,34,0.0009289902518503368,0.8377753949717033
2,1,"{50, 38}",38,4,-34,34,0.0012673323508352041,0.8377753949717033
2,1,"{52, 38}",142,106,-36,36,0.002787803066894412,0.8377753949717033
2,1,"{53, 38}",56,7,-49,49,0.0015688530402258039,0.8377753949717033
2,1,"{42, 44}",155,128,-27,27,0.00266159325838089,0.8377753949717033
2,1,"{42, 46}",0,3,3,3,0.0009509227238595486,0.8377753949717033
2,1,"{42, 47}",1,65,64,64,0.0009472614037804306,0.8377753949717033
2,1,"{42, 50}",22,1,-21,21,0.0013348880456760526,0.8377753949717033
2,1,"{42, 52}",160,142,-18,18,0.002807233715429902,0.8377753949717033
2,1,"{42, 53}",85,16,-69,69,0.001657285843975842,0.8377753949717033
2,1,"{44, 46}",154,133,-21,21,0.002636972116306424,0.8377753949717033
2,1,"{44, 47}",156,139,-17,17,0.0026973625645041466,0.8377753949717033
2,1,"{50, 44}",161,157,-4,4,0.0029736696742475033,0.8377753949717033
2,1,"{44, 52}",185,187,2,2,0.004418797791004181,0.8377753949717033
2,1,"{44, 53}",86,123,37,37,0.0033053173683583736,0.8377753949717033
2,1,"{46, 47}",3,52,49,49,0.0009504809859208763,0.8377753949717033
2,1,"{50, 46}",24,5,-19,19,0.00132088887039572,0.8377753949717033
2,1,"{52, 46}",165,138,-27,27,0.0028159557841718197,0.8377753949717033
2,1,"{53, 46}",82,10,-72,72,0.0017141684656962752,0.8377753949717033
2,1,"{50, 47}",13,2,-11,11,0.0013651491608470678,0.8377753949717033
2,1,"{52, 47}",159,137,-22,22,0.002844915259629488,0.8377753949717033
2,1,"{53, 47}",87,6,-81,81,0.001709980657324195,0.8377753949717033
2,1,"{50, 52}",158,156,-2,2,0.0031231525354087353,0.8377753949717033
2,1,"{50, 53}",114,150,36,36,0.0019884821958839893,0.8377753949717033
2,1,"{52, 53}",175,186,11,11,0.0034645760897547007,0.8377753949717033
2,2,"{0, 1}",22,36,14,14,0.0018130203243345022,0.7873835817462657
2,2,"{0, 4}",72,22,-50,50,0.0015400716802105308,0.7873835817462657
2,2,"{0, 6}",78,79,1,1,0.0026147780008614063,0.7873835817462657
2,2,"{0, 12}",47,117,70,70,0.0030071663204580545,0.7873835817462657
2,2,"{0, 13}",89,33,-56,56,0.0017480076057836413,0.7873835817462657
2,2,"{0, 17}",14,48,34,34,0.002303932560607791,0.7873835817462657
2,2,"{0, 18}",192,182,-10,10,0.005512769799679518,0.7873835817462657
2,2,"{0, 31}",50,3,-47,47,0.0017192461527884007,0.7873835817462657
2,2,"{0, 32}",8,15,7,7,0.0019904584623873234,0.7873835817462657
2,2,"{0, 35}",88,57,-31,31,0.0019675311632454395,0.7873835817462657
2,2,"{0, 37}",134,118,-16,16,0.003664972959086299,0.7873835817462657
2,2,"{0, 41}",27,4,-23,23,0.0021983764600008726,0.7873835817462657
2,2,"{0, 45}",113,98,-15,15,0.0032745073549449444,0.7873835817462657
2,2,"{0, 48}",91,86,-5,5,0.0034423850011080503,0.7873835817462657
2,2,"{0, 49}",96,82,-14,14,0.002270051511004567,0.7873835817462657
2,2,"{0, 51}",2,53,51,51,0.0018719191430136561,0.7873835817462657
2,2,"{0, 56}",51,38,-13,13,0.002641306957229972,0.7873835817462657
2,2,"{0, 57}",130,112,-18,18,0.0024183818604797125,0.7873835817462657
2,2,"{0, 60}",58,70,12,12,0.001414423924870789,0.7873835817462657
2,2,"{0, 61}",186,188,2,2,0.00512915151193738,0.7873835817462657
2,2,"{1, 4}",48,12,-36,36,0.001224881736561656,0.7873835817462657
2,2,"{1, 6}",120,111,-9,9,0.0022440534085035324,0.7873835817462657
2,2,"{1, 12}",103,114,11,11,0.0026546374429017305,0.7873835817462657
2,2,"{1, 13}",82,63,-19,19,0.0014232577523216605,0.7873835817462657
2,2,"{1, 17}",63,61,-2,2,0.001985621638596058,0.7873835817462657
2,2,"{1, 18}",202,198,-4,4,0.0050268033519387245,0.7873835817462657
2,2,"{1, 31}",33,34,1,1,0.0014134278753772378,0.7873835817462657
2,2,"{32, 1}",44,11,-33,33,0.0015927089843899012,0.7873835817462657
2,2,"{1, 35}",80,32,-48,48,0.00160225632134825,0.7873835817462657
2,2,"{1, 37}",158,154,-4,4,0.00327203213237226,0.7873835817462657
2,2,"{1, 41}",1,24,23,23,0.0018599816830828786,0.7873835817462657
2,2,"{1, 45}",87,129,42,42,0.002959875389933586,0.7873835817462657
2,2,"{48, 1}",143,125,-18,18,0.0030135030392557383,0.7873835817462657
2,2,"{1, 49}",92,69,-23,23,0.0019603248219937086,0.7873835817462657
2,2,"{1, 51}",12,54,42,42,0.001506298896856606,0.7873835817462657
2,2,"{56, 1}",100,102,2,2,0.0023218593560159206,0.7873835817462657
2,2,"{1, 57}",131,103,-28,28,0.0020587812177836895,0.7873835817462657
2,2,"{1, 60}",41,60,19,19,0.0010522594675421715,0.7873835817462657
2,2,"{1, 61}",197,205,8,8,0.0045524584129452705,0.7873835817462657
2,2,"{4, 6}",99,74,-25,25,0.002008090727031231,0.7873835817462657
2,2,"{4, 12}",132,122,-10,10,0.0024133878760039806,0.7873835817462657
2,2,"{4, 13}",5,9,4,4,0.00109009793959558,0.7873835817462657
2,2,"{17, 4}",86,31,-55,55,0.0017047572182491422,0.7873835817462657
2,2,"{18, 4}",199,181,-18,18,0.005031212233006954,0.7873835817462657
2,2,"{4, 31}",15,8,-7,7,0.0010916088940575719,0.7873835817462657
2,2,"{32, 4}",54,13,-41,41,0.0013698791153728962,0.7873835817462657
2,2,"{35, 4}",30,2,-28,28,0.0013577414210885763,0.7873835817462657
2,2,"{4, 37}",155,128,-27,27,0.00305771897546947,0.7873835817462657
2,2,"{41, 4}",76,23,-53,53,0.0015597622841596603,0.7873835817462657
2,2,"{4, 45}",139,96,-43,43,0.0026795861776918173,0.7873835817462657
2,2,"{48, 4}",149,137,-12,12,0.0028348176274448633,0.7873835817462657
2,2,"{49, 4}",56,37,-19,19,0.0016738491831347346,0.7873835817462657
2,2,"{51, 4}",42,14,-28,28,0.0012442428851500154,0.7873835817462657
2,2,"{56, 4}",107,47,-60,60,0.0020731643307954073,0.7873835817462657
2,2,"{57, 4}",62,18,-44,44,0.0018275652546435595,0.7873835817462657
2,2,"{4, 60}",0,46,46,46,0.0008015479543246329,0.7873835817462657
2,2,"{4, 61}",185,179,-6,6,0.004561897832900286,0.7873835817462657
2,2,"{12, 6}",52,73,21,21,0.0033603350166231394,0.7873835817462657
2,2,"{13, 6}",105,85,-20,20,0.0022260218393057585,0.7873835817462657
2,2,"{17, 6}",32,77,45,45,0.0027670084964483976,0.7873835817462657
2,2,"{18, 6}",175,164,-11,11,0.005995211657136679,0.7873835817462657
2,2,"{6, 31}",114,81,-33,33,0.00220269663259387,0.7873835817462657
2,2,"{32, 6}",40,7,-33,33,0.0024530289229005575,0.7873835817462657
2,2,"{35, 6}",121,113,-8,8,0.002408405765891075,0.7873835817462657
2,2,"{37, 6}",64,141,77,77,0.0040742140263319016,0.7873835817462657
2,2,"{41, 6}",129,155,26,26,0.002683683531358838,0.7873835817462657
2,2,"{45, 6}",162,184,22,22,0.003800660604611039,0.7873835817462657
2,2,"{48, 6}",39,64,25,25,0.0038912976160645485,0.7873835817462657
2,2,"{49, 6}",128,97,-31,31,0.002717436756938696,0.7873835817462657
2,2,"{51, 6}",84,59,-25,25,0.0022907762322574854,0.7873835817462657
2,2,"{56, 6}",6,177,171,171,0.00312109780497849,0.7873835817462657
2,2,"{57, 6}",119,90,-29,29,0.0028414472471922636,0.7873835817462657
2,2,"{60, 6}",90,208,118,118,0.0018853493966162205,0.7873835817462657
2,2,"{61, 6}",166,203,37,37,0.0056994156911969185,0.7873835817462657
2,2,"{12, 13}",141,119,-22,22,0.0026377649046480656,0.7873835817462657
2,2,"{17, 12}",17,134,117,117,0.0031578645575791597,0.7873835817462657
2,2,"{18, 12}",189,168,-21,21,0.006367336492985487,0.7873835817462657
2,2,"{12, 31}",126,107,-19,19,0.002584037370979786,0.7873835817462657
2,2,"{32, 12}",43,83,40,40,0.0028486126102507114,0.7873835817462657
2,2,"{35, 12}",140,142,2,2,0.0027563886251300573,0.7873835817462657
2,2,"{12, 37}",106,127,21,21,0.0044425418600440025,0.7873835817462657
2,2,"{41, 12}",104,93,-11,11,0.0031053770799189806,0.7873835817462657
2,2,"{12, 45}",151,146,-5,5,0.004073672462254763,0.7873835817462657
2,2,"{48, 12}",26,99,73,73,0.0041607036255300045,0.7873835817462657
2,2,"{49, 12}",145,126,-19,19,0.0030575443524867296,0.7873835817462657
2,2,"{51, 12}",75,91,16,16,0.0026830898132175207,0.7873835817462657
2,2,"{56, 12}",16,133,117,117,0.0035165634471923113,0.7873835817462657
2,2,"{57, 12}",154,139,-15,15,0.0031653116457164288,0.7873835817462657
2,2,"{12, 60}",125,140,15,15,0.0023006005212664604,0.7873835817462657
2,2,"{12, 61}",182,186,4,4,0.005930076353251934,0.7873835817462657
2,2,"{17, 13}",93,55,-38,38,0.0019091456197202206,0.7873835817462657
2,2,"{18, 13}",204,191,-13,13,0.005148223601281643,0.7873835817462657
2,2,"{13, 31}",25,19,-6,6,0.0012503723846748471,0.7873835817462657
2,2,"{32, 13}",67,17,-50,50,0.0015763258561491966,0.7873835817462657
2,2,"{35, 13}",10,0,-10,10,0.0015591926639899611,0.7873835817462657
2,2,"{37, 13}",163,132,-31,31,0.003209793008863926,0.7873835817462657
2,2,"{41, 13}",101,52,-49,49,0.0017391405999660492,0.7873835817462657
2,2,"{45, 13}",160,145,-15,15,0.0028732374776154757,0.7873835817462657
2,2,"{48, 13}",156,163,7,7,0.003029729938134551,0.7873835817462657
2,2,"{49, 13}",35,35,0,0,0.0019333146046847105,0.7873835817462657
2,2,"{51, 13}",61,26,-35,35,0.0014322897186502814,0.7873835817462657
2,2,"{56, 13}",117,65,-52,52,0.002262735040858388,0.7873835817462657
2,2,"{57, 13}",29,28,-1,1,0.001989796757698059,0.7873835817462657
2,2,"{60, 13}",11,120,109,109,0.000995372305624187,0.7873835817462657
2,2,"{61, 13}",190,196,6,6,0.0046678585931658745,0.7873835817462657
2,2,"{17, 18}",184,176,-8,8,0.005457028280943632,0.7873835817462657
2,2,"{17, 31}",81,49,-32,32,0.0018984536873176694,0.7873835817462657
2,2,"{32, 17}",3,42,39,39,0.00214642402715981,0.7873835817462657
2,2,"{17, 35}",95,88,-7,7,0.0021394703071564436,0.7873835817462657
2,2,"{17, 37}",98,110,12,12,0.0038119761738926172,0.7873835817462657
2,2,"{17, 41}",74,44,-30,30,0.00240657152608037,0.7873835817462657
2,2,"{17, 45}",138,135,-3,3,0.0034867499489337206,0.7873835817462657
2,2,"{48, 17}",49,75,26,26,0.003601799253374338,0.7873835817462657
2,2,"{17, 49}",111,84,-27,27,0.002444603480398655,0.7873835817462657
2,2,"{17, 51}",31,80,49,49,0.0020160353742539883,0.7873835817462657
2,2,"{56, 17}",7,62,55,55,0.0027817930094897747,0.7873835817462657
2,2,"{17, 57}",124,115,-9,9,0.0025731916539371014,0.7873835817462657
2,2,"{17, 60}",77,29,-48,48,0.0015680824872106314,0.7873835817462657
2,2,"{17, 61}",179,178,-1,1,0.005206857342272997,0.7873835817462657
2,2,"{18, 31}",205,195,-10,10,0.005118093453347683,0.7873835817462657
2,2,"{32, 18}",187,189,2,2,0.005410846322774887,0.7873835817462657
2,2,"{18, 35}",208,201,-7,7,0.004793435335159302,0.7873835817462657
2,2,"{18, 37}",123,148,25,25,0.007096377667039633,0.7873835817462657
2,2,"{41, 18}",201,190,-11,11,0.005735575221478939,0.7873835817462657
2,2,"{18, 45}",191,174,-17,17,0.0068391067907214165,0.7873835817462657
2,2,"{48, 18}",177,167,-10,10,0.006807695142924786,0.7873835817462657
2,2,"{49, 18}",209,171,-38,38,0.005818679463118315,0.7873835817462657
2,2,"{18, 51}",198,170,-28,28,0.005305050872266293,0.7873835817462657
2,2,"{56, 18}",178,172,-6,6,0.005908288061618805,0.7873835817462657
2,2,"{57, 18}",207,169,-38,38,0.005820686928927898,0.7873835817462657
2,2,"{18, 60}",194,187,-7,7,0.004792907740920782,0.7873835817462657
2,2,"{18, 61}",36,136,100,100,0.008320827037096024,0.7873835817462657
2,2,"{32, 31}",46,1,-45,45,0.0015733956824988127,0.7873835817462657
2,2,"{35, 31}",19,5,-14,14,0.0015897414414212108,0.7873835817462657
2,2,"{37, 31}",167,150,-17,17,0.0031840766314417124,0.7873835817462657
2,2,"{41, 31}",53,10,-43,43,0.0017820184584707022,0.7873835817462657
2,2,"{45, 31}",142,151,9,9,0.002896438119933009,0.7873835817462657
2,2,"{48, 31}",153,161,8,8,0.0030238672625273466,0.7873835817462657
2,2,"{49, 31}",37,39,2,2,0.0018521408783271909,0.7873835817462657
2,2,"{51, 31}",21,27,6,6,0.001441550673916936,0.7873835817462657
2,2,"{56, 31}",112,72,-40,40,0.0022197982762008905,0.7873835817462657
2,2,"{57, 31}",71,21,-50,50,0.001980384113267064,0.7873835817462657
2,2,"{60, 31}",13,159,146,146,0.0009927733335644007,0.7873835817462657
2,2,"{61, 31}",195,200,5,5,0.00454974640160799,0.7873835817462657
2,2,"{32, 35}",73,25,-48,48,0.0017678691074252129,0.7873835817462657
2,2,"{32, 37}",118,71,-47,47,0.0033997006248682737,0.7873835817462657
2,2,"{32, 41}",55,6,-49,49,0.0020552263595163822,0.7873835817462657
2,2,"{32, 45}",136,101,-35,35,0.0031044501811265945,0.7873835817462657
2,2,"{32, 48}",83,89,6,6,0.003276789328083396,0.7873835817462657
2,2,"{32, 49}",85,67,-18,18,0.002117972122505307,0.7873835817462657
2,2,"{32, 51}",9,16,7,7,0.0016849040985107422,0.7873835817462657
2,2,"{32, 56}",28,50,22,22,0.002534945495426655,0.7873835817462657
2,2,"{32, 57}",97,66,-31,31,0.002255864907056093,0.7873835817462657
2,2,"{32, 60}",45,30,-15,15,0.0012313004117459059,0.7873835817462657
2,2,"{32, 61}",180,175,-5,5,0.004856187850236893,0.7873835817462657
2,2,"{35, 37}",172,162,-10,10,0.003474737284705043,0.7873835817462657
2,2,"{41, 35}",102,40,-62,62,0.0019987754058092833,0.7873835817462657
2,2,"{35, 45}",169,173,4,4,0.0031474949792027473,0.7873835817462657
2,2,"{48, 35}",159,152,-7,7,0.0032240417785942554,0.7873835817462657
2,2,"{49, 35}",4,45,41,41,0.0021158873569220304,0.7873835817462657
2,2,"{51, 35}",59,41,-18,18,0.0017137351678684354,0.7873835817462657
2,2,"{56, 35}",127,106,-21,21,0.0024813804775476456,0.7873835817462657
2,2,"{57, 35}",24,56,32,32,0.0021979217417538166,0.7873835817462657
2,2,"{35, 60}",34,43,9,9,0.001246194471605122,0.7873835817462657
2,2,"{35, 61}",203,193,-10,10,0.0049672513268888,0.7873835817462657
2,2,"{41, 37}",157,131,-26,26,0.0036936120595782995,0.7873835817462657
2,2,"{45, 37}",161,143,-18,18,0.0042226663790643215,0.7873835817462657
2,2,"{48, 37}",60,157,97,97,0.004931580275297165,0.7873835817462657
2,2,"{49, 37}",176,194,18,18,0.003790286835283041,0.7873835817462657
2,2,"{51, 37}",144,123,-21,21,0.003357385750859976,0.7873835817462657
2,2,"{56, 37}",70,92,22,22,0.0041814446449279785,0.7873835817462657
2,2,"{57, 37}",173,165,-8,8,0.003945952281355858,0.7873835817462657
2,2,"{60, 37}",150,138,-12,12,0.0028773131780326366,0.7873835817462657
2,2,"{61, 37}",110,95,-15,15,0.006324571557343006,0.7873835817462657
2,2,"{41, 45}",69,104,35,35,0.003436050843447447,0.7873835817462657
2,2,"{48, 41}",147,121,-26,26,0.0035364057403057814,0.7873835817462657
2,2,"{41, 49}",122,108,-14,14,0.002372751710936427,0.7873835817462657
2,2,"{41, 51}",20,105,85,85,0.0018901029834523797,0.7873835817462657
2,2,"{56, 41}",109,68,-41,41,0.0027519611176103354,0.7873835817462657
2,2,"{41, 57}",148,100,-48,48,0.0024701959919184446,0.7873835817462657
2,2,"{41, 60}",65,158,93,93,0.0014575222739949822,0.7873835817462657
2,2,"{41, 61}",196,199,3,3,0.0052164699882268906,0.7873835817462657
2,2,"{48, 45}",168,207,39,39,0.004613339435309172,0.7873835817462657
2,2,"{49, 45}",174,206,32,32,0.0034589432179927826,0.7873835817462657
2,2,"{51, 45}",115,109,-6,6,0.0029821451753377914,0.7873835817462657
2,2,"{56, 45}",152,147,-5,5,0.0037993588484823704,0.7873835817462657
2,2,"{57, 45}",181,183,2,2,0.003572214860469103,0.7873835817462657
2,2,"{60, 45}",135,116,-19,19,0.002551296027377248,0.7873835817462657
2,2,"{61, 45}",193,185,-8,8,0.0061897654086351395,0.7873835817462657
2,2,"{48, 49}",165,144,-21,21,0.003509052563458681,0.7873835817462657
2,2,"{48, 51}",116,94,-22,22,0.002983961720019579,0.7873835817462657
2,2,"{48, 56}",18,153,135,135,0.0039916508831083775,0.7873835817462657
2,2,"{48, 57}",164,149,-15,15,0.0036863379646092653,0.7873835817462657
2,2,"{48, 60}",146,204,58,58,0.002727173501625657,0.7873835817462657
2,2,"{48, 61}",170,160,-10,10,0.0064444164745509624,0.7873835817462657
2,2,"{49, 51}",79,51,-28,28,0.001983687514439225,0.7873835817462657
2,2,"{56, 49}",133,156,23,23,0.002821478294208646,0.7873835817462657
2,2,"{49, 57}",23,20,-3,3,0.002467942191287875,0.7873835817462657
2,2,"{49, 60}",57,87,30,30,0.0015792783815413713,0.7873835817462657
2,2,"{49, 61}",206,209,3,3,0.005209047347307205,0.7873835817462657
2,2,"{56, 51}",66,130,64,64,0.002394283888861537,0.7873835817462657
2,2,"{57, 51}",108,78,-30,30,0.0021465017925947905,0.7873835817462657
2,2,"{51, 60}",38,76,38,38,0.0010997200151905417,0.7873835817462657
2,2,"{51, 61}",188,197,9,9,0.004607915412634611,0.7873835817462657
2,2,"{56, 57}",137,124,-13,13,0.002923420164734125,0.7873835817462657
2,2,"{56, 60}",94,192,98,98,0.0019193112384527922,0.7873835817462657
2,2,"{56, 61}",171,166,-5,5,0.005738969426602125,0.7873835817462657
2,2,"{57, 60}",68,58,-10,10,0.0016886248486116529,0.7873835817462657
2,2,"{57, 61}",200,180,-20,20,0.005257832817733288,0.7873835817462657
2,2,"{60, 61}",183,202,19,19,0.004228981211781502,0.7873835817462657
3,0,"{0, 5}",189,188,-1,1,0.002740259515121579,0.7226824899238692
3,0,"{0, 6}",191,175,-16,16,0.0026147780008614063,0.7226824899238692
3,0,"{0, 8}",66,34,-32,32,0.0013890110421925783,0.7226824899238692
3,0,"{0, 11}",188,153,-35,35,0.002639627316966653,0.7226824899238692
3,0,"{0, 18}",229,223,-6,6,0.005512769799679518,0.7226824899238692
3,0,"{0, 20}",159,142,-17,17,0.0021606306545436382,0.7226824899238692
3,0,"{0, 21}",166,132,-34,34,0.0026405234821140766,0.7226824899238692
3,0,"{0, 31}",48,48,0,0,0.0017192461527884007,0.7226824899238692
3,0,"{0, 32}",60,72,12,12,0.0019904584623873234,0.7226824899238692
3,0,"{0, 35}",75,97,22,22,0.0019675311632454395,0.7226824899238692
3,0,"{0, 36}",57,64,7,7,0.0018793420167639852,0.7226824899238692
3,0,"{0, 38}",73,71,-2,2,0.0015250153373926878,0.7226824899238692
3,0,"{0, 41}",41,51,10,10,0.0021983764600008726,0.7226824899238692
3,0,"{0, 44}",202,193,-9,9,0.003246535547077656,0.7226824899238692
3,0,"{0, 45}",80,123,43,43,0.0032745073549449444,0.7226824899238692
3,0,"{0, 46}",58,27,-31,31,0.0015639114426448941,0.7226824899238692
3,0,"{0, 47}",67,32,-35,35,0.0016260695410892367,0.7226824899238692
3,0,"{0, 54}",49,29,-20,20,0.0016411511460319161,0.7226824899238692
3,0,"{0, 56}",183,151,-32,32,0.002641306957229972,0.7226824899238692
3,0,"{0, 57}",181,163,-18,18,0.0024183818604797125,0.7226824899238692
3,0,"{0, 62}",51,224,173,173,0.0018292616587132215,0.7226824899238692
3,0,"{5, 6}",36,166,130,130,0.0030890246853232384,0.7226824899238692
3,0,"{8, 5}",125,134,9,9,0.001947580836713314,0.7226824899238692
3,0,"{11, 5}",23,173,150,150,0.0031853073742240667,0.7226824899238692
3,0,"{18, 5}",196,196,0,0,0.0063808332197368145,0.7226824899238692
3,0,"{20, 5}",91,176,85,85,0.002725770231336355,0.7226824899238692
3,0,"{21, 5}",93,177,84,84,0.0031894873827695847,0.7226824899238692
3,0,"{5, 31}",148,155,7,7,0.0022599271032959223,0.7226824899238692
3,0,"{32, 5}",170,180,10,10,0.002566494280472398,0.7226824899238692
3,0,"{35, 5}",160,184,24,24,0.0025215495843440294,0.7226824899238692
3,0,"{36, 5}",161,167,6,6,0.002421666169539094,0.7226824899238692
3,0,"{5, 38}",116,117,1,1,0.0020952713675796986,0.7226824899238692
3,0,"{41, 5}",192,165,-27,27,0.00274415360763669,0.7226824899238692
3,0,"{44, 5}",79,187,108,108,0.0037395614199340343,0.7226824899238692
3,0,"{45, 5}",213,208,-5,5,0.003845039987936616,0.7226824899238692
3,0,"{5, 46}",136,128,-8,8,0.0021316667553037405,0.7226824899238692
3,0,"{5, 47}",128,129,1,1,0.002189550781622529,0.7226824899238692
3,0,"{5, 54}",154,150,-4,4,0.002177515532821417,0.7226824899238692
3,0,"{56, 5}",35,172,137,137,0.0032442633528262377,0.7226824899238692
3,0,"{57, 5}",76,181,105,105,0.0029593128710985184,0.7226824899238692
3,0,"{5, 62}",157,183,26,26,0.002344307955354452,0.7226824899238692
3,0,"{8, 6}",118,91,-27,27,0.0018834196962416172,0.7226824899238692
3,0,"{11, 6}",6,205,199,199,0.003061312949284911,0.7226824899238692
3,0,"{18, 6}",206,199,-7,7,0.005995211657136679,0.7226824899238692
3,0,"{20, 6}",62,109,47,47,0.002632235176861286,0.7226824899238692
3,0,"{21, 6}",126,119,-7,7,0.0030878426041454077,0.7226824899238692
3,0,"{6, 31}",137,99,-38,38,0.00220269663259387,0.7226824899238692
3,0,"{32, 6}",155,131,-24,24,0.0024530289229005575,0.7226824899238692
3,0,"{35, 6}",131,122,-9,9,0.002408405765891075,0.7226824899238692
3,0,"{36, 6}",143,125,-18,18,0.0023287837393581867,0.7226824899238692
3,0,"{38, 6}",100,83,-17,17,0.0019936382304877043,0.7226824899238692
3,0,"{41, 6}",197,200,3,3,0.002683683531358838,0.7226824899238692
3,0,"{44, 6}",106,126,20,20,0.0037218250799924135,0.7226824899238692
3,0,"{45, 6}",216,225,9,9,0.003800660604611039,0.7226824899238692
3,0,"{46, 6}",124,68,-56,56,0.0020765080116689205,0.7226824899238692
3,0,"{6, 47}",113,80,-33,33,0.0020809120032936335,0.7226824899238692
3,0,"{54, 6}",158,190,32,32,0.0021027843467891216,0.7226824899238692
3,0,"{56, 6}",64,194,130,130,0.00312109780497849,0.7226824899238692
3,0,"{57, 6}",42,88,46,46,0.0028414472471922636,0.7226824899238692
3,0,"{62, 6}",142,154,12,12,0.002292296150699258,0.7226824899238692
3,0,"{8, 11}",114,58,-56,56,0.0018118064617738128,0.7226824899238692
3,0,"{8, 18}",219,216,-3,3,0.0050258757546544075,0.7226824899238692
3,0,"{8, 20}",86,8,-78,78,0.00138119887560606,0.7226824899238692
3,0,"{8, 21}",101,30,-71,71,0.0018360352842137218,0.7226824899238692
3,0,"{8, 31}",33,45,12,12,0.0009628176921978593,0.7226824899238692
3,0,"{8, 32}",46,1,-45,45,0.0012172157876193523,0.7226824899238692
3,0,"{8, 35}",52,2,-50,50,0.0012103879125788808,0.7226824899238692
3,0,"{8, 36}",40,40,0,0,0.0010945560643449426,0.7226824899238692
3,0,"{8, 38}",30,9,-21,21,0.0006808250327594578,0.7226824899238692
3,0,"{8, 41}",70,17,-53,53,0.0014109034091234207,0.7226824899238692
3,0,"{8, 44}",171,133,-38,38,0.002451630076393485,0.7226824899238692
3,0,"{8, 45}",156,111,-45,45,0.002542161149904132,0.7226824899238692
3,0,"{8, 46}",18,15,-3,3,0.000740701740141958,0.7226824899238692
3,0,"{8, 47}",25,13,-12,12,0.0007669084006920457,0.7226824899238692
3,0,"{8, 54}",24,3,-21,21,0.0008097216486930847,0.7226824899238692
3,0,"{8, 56}",117,76,-41,41,0.0018970867386087775,0.7226824899238692
3,0,"{8, 57}",104,39,-65,65,0.0016763833118602633,0.7226824899238692
3,0,"{8, 62}",38,74,36,36,0.0010337041458114982,0.7226824899238692
3,0,"{18, 11}",207,198,-9,9,0.005957372486591339,0.7226824899238692
3,0,"{11, 20}",69,103,34,34,0.0025991457514464855,0.7226824899238692
3,0,"{11, 21}",112,108,-4,4,0.003079376183450222,0.7226824899238692
3,0,"{11, 31}",133,77,-56,56,0.002202089875936508,0.7226824899238692
3,0,"{32, 11}",152,121,-31,31,0.0024359216913580894,0.7226824899238692
3,0,"{35, 11}",129,104,-25,25,0.002443853300064802,0.7226824899238692
3,0,"{11, 36}",141,90,-51,51,0.0023290994577109814,0.7226824899238692
3,0,"{11, 38}",99,46,-53,53,0.0019648580346256495,0.7226824899238692
3,0,"{41, 11}",195,143,-52,52,0.0027001439593732357,0.7226824899238692
3,0,"{11, 44}",102,113,11,11,0.0037350112106651068,0.7226824899238692
3,0,"{11, 45}",214,201,-13,13,0.0036999902222305536,0.7226824899238692
3,0,"{11, 46}",121,59,-62,62,0.0020440297666937113,0.7226824899238692
3,0,"{11, 47}",110,66,-44,44,0.0020284554921090603,0.7226824899238692
3,0,"{11, 54}",153,92,-61,61,0.0020067051518708467,0.7226824899238692
3,0,"{56, 11}",55,105,50,50,0.003093346720561385,0.7226824899238692
3,0,"{57, 11}",50,96,46,46,0.002910452429205179,0.7226824899238692
3,0,"{11, 62}",140,107,-33,33,0.0021639468614012003,0.7226824899238692
3,0,"{18, 20}",217,217,0,0,0.0056495885364711285,0.7226824899238692
3,0,"{18, 21}",208,204,-4,4,0.005645775236189365,0.7226824899238692
3,0,"{18, 31}",223,212,-11,11,0.005118093453347683,0.7226824899238692
3,0,"{32, 18}",228,210,-18,18,0.005410846322774887,0.7226824899238692
3,0,"{18, 35}",226,206,-20,20,0.004793435335159302,0.7226824899238692
3,0,"{18, 36}",225,222,-3,3,0.005207919515669346,0.7226824899238692
3,0,"{18, 38}",218,213,-5,5,0.005069993901997805,0.7226824899238692
3,0,"{41, 18}",227,221,-6,6,0.005735575221478939,0.7226824899238692
3,0,"{18, 44}",185,192,7,7,0.006796868517994881,0.7226824899238692
3,0,"{18, 45}",230,230,0,0,0.0068391067907214165,0.7226824899238692
3,0,"{18, 46}",222,219,-3,3,0.004985073581337929,0.7226824899238692
3,0,"{18, 47}",221,218,-3,3,0.004979172255843878,0.7226824899238692
3,0,"{18, 54}",220,220,0,0,0.005156796425580978,0.7226824899238692
3,0,"{56, 18}",198,197,-1,1,0.005908288061618805,0.7226824899238692
3,0,"{57, 18}",211,207,-4,4,0.005820686928927898,0.7226824899238692
3,0,"{18, 62}",224,227,3,3,0.005301341414451599,0.7226824899238692
3,0,"{20, 21}",173,156,-17,17,0.002561635337769985,0.7226824899238692
3,0,"{20, 31}",90,138,48,48,0.0016916841268539429,0.7226824899238692
3,0,"{32, 20}",92,87,-5,5,0.0019696662202477455,0.7226824899238692
