partition,fold,pair,rank_b,rank_c,rank_diff,abs_rank_diff,oracle_kl,spearman_rho_fold
4,0,"{40, 26}",225,208,-17,17,0.004950360860675573,0.6276806401993809
4,0,"{41, 26}",229,227,-2,2,0.005049577448517084,0.6276806401993809
4,0,"{26, 43}",210,201,-9,9,0.004299762658774853,0.6276806401993809
4,0,"{26, 51}",224,202,-22,22,0.004598561674356461,0.6276806401993809
4,0,"{56, 26}",207,188,-19,19,0.005467025097459555,0.6276806401993809
4,0,"{26, 60}",206,203,-3,3,0.004235440399497747,0.6276806401993809
4,0,"{26, 61}",86,94,8,8,0.008069619536399841,0.6276806401993809
4,0,"{26, 62}",218,229,11,11,0.004593682009726763,0.6276806401993809
4,0,"{28, 30}",129,76,-53,53,0.0031804987229406834,0.6276806401993809
4,0,"{28, 38}",116,12,-104,104,0.0018335905624553561,0.6276806401993809
4,0,"{40, 28}",29,19,-10,10,0.0024277828633785248,0.6276806401993809
4,0,"{41, 28}",5,14,9,9,0.0025286234449595213,0.6276806401993809
4,0,"{43, 28}",85,4,-81,81,0.001781394355930388,0.6276806401993809
4,0,"{51, 28}",39,67,28,28,0.0021686411928385496,0.6276806401993809
4,0,"{56, 28}",98,46,-52,52,0.002855907194316387,0.6276806401993809
4,0,"{28, 60}",94,222,128,128,0.00170957634691149,0.6276806401993809
4,0,"{28, 61}",228,224,-4,4,0.005550992209464312,0.6276806401993809
4,0,"{28, 62}",82,230,148,148,0.002082864288240671,0.6276806401993809
4,0,"{38, 30}",140,59,-81,81,0.0023428325075656176,0.6276806401993809
4,0,"{40, 30}",69,49,-20,20,0.0030346987769007683,0.6276806401993809
4,0,"{41, 30}",134,63,-71,71,0.003024091012775898,0.6276806401993809
4,0,"{43, 30}",141,184,43,43,0.002337452257052064,0.6276806401993809
4,0,"{51, 30}",102,68,-34,34,0.0026520099490880966,0.6276806401993809
4,0,"{56, 30}",9,159,150,150,0.003476646263152361,0.6276806401993809
4,0,"{60, 30}",137,112,-25,25,0.002220784779638052,0.6276806401993809
4,0,"{61, 30}",201,173,-28,28,0.005863299127668142,0.6276806401993809
4,0,"{62, 30}",135,218,83,83,0.0026218800339847803,0.6276806401993809
4,0,"{40, 38}",67,0,-67,67,0.001505135791376233,0.6276806401993809
4,0,"{41, 38}",93,13,-80,80,0.0015593643765896559,0.6276806401993809
4,0,"{43, 38}",10,2,-8,8,0.0008067801245488226,0.6276806401993809
4,0,"{51, 38}",45,1,-44,44,0.0011770975543186069,0.6276806401993809
4,0,"{56, 38}",113,23,-90,90,0.0020426204428076744,0.6276806401993809
4,0,"{60, 38}",3,169,166,166,0.0007312503294087946,0.6276806401993809
4,0,"{61, 38}",208,177,-31,31,0.004443414509296417,0.6276806401993809
4,0,"{62, 38}",21,31,10,10,0.001153952325694263,0.6276806401993809
4,0,"{40, 41}",30,7,-23,23,0.002169632585719228,0.6276806401993809
4,0,"{40, 43}",52,6,-46,46,0.0014933006605133414,0.6276806401993809
4,0,"{40, 51}",14,22,8,8,0.0018694070167839527,0.6276806401993809
4,0,"{40, 56}",49,24,-25,25,0.0026209470815956593,0.6276806401993809
4,0,"{40, 60}",58,213,155,155,0.0014124565059319139,0.6276806401993809
4,0,"{40, 61}",220,204,-16,16,0.004986522253602743,0.6276806401993809
4,0,"{40, 62}",43,174,131,131,0.0017908697482198477,0.6276806401993809
4,0,"{41, 43}",61,3,-58,58,0.001530567998997867,0.6276806401993809
4,0,"{41, 51}",34,115,81,81,0.0018901029834523797,0.6276806401993809
4,0,"{56, 41}",101,58,-43,43,0.0027519611176103354,0.6276806401993809
4,0,"{41, 60}",78,200,122,122,0.0014575222739949822,0.6276806401993809
4,0,"{41, 61}",227,226,-1,1,0.0052164699882268906,0.6276806401993809
4,0,"{41, 62}",66,81,15,15,0.0018509132787585258,0.6276806401993809
4,0,"{51, 43}",24,8,-16,16,0.0012080685701221228,0.6276806401993809
4,0,"{56, 43}",111,44,-67,67,0.002009415067732334,0.6276806401993809
4,0,"{43, 60}",1,165,164,164,0.0007473353180103004,0.6276806401993809
4,0,"{43, 61}",215,197,-18,18,0.004406918305903673,0.6276806401993809
4,0,"{43, 62}",12,38,26,26,0.001147130155004561,0.6276806401993809
4,0,"{56, 51}",74,167,93,93,0.002394283888861537,0.6276806401993809
4,0,"{51, 60}",38,41,3,3,0.0010997200151905417,0.6276806401993809
4,0,"{51, 61}",221,209,-12,12,0.004607915412634611,0.6276806401993809
4,0,"{51, 62}",22,55,33,33,0.0015071923844516277,0.6276806401993809
4,0,"{56, 60}",108,215,107,107,0.0019193112384527922,0.6276806401993809
4,0,"{56, 61}",202,183,-19,19,0.005738969426602125,0.6276806401993809
4,0,"{56, 62}",106,217,111,111,0.002311530988663435,0.6276806401993809
4,0,"{60, 61}",209,199,-10,10,0.004228981211781502,0.6276806401993809
4,0,"{60, 62}",18,36,18,18,0.0010318963322788477,0.6276806401993809
4,0,"{61, 62}",222,207,-15,15,0.0048587205819785595,0.6276806401993809
4,1,"{0, 1}",105,99,-6,6,0.0018130203243345022,0.8523400271467121
4,1,"{0, 3}",70,57,-13,13,0.0014465871499851346,0.8523400271467121
4,1,"{0, 8}",61,56,-5,5,0.0013890110421925783,0.8523400271467121
4,1,"{0, 10}",16,111,95,95,0.0022814408876001835,0.8523400271467121
4,1,"{0, 13}",65,55,-10,10,0.0017480076057836413,0.8523400271467121
4,1,"{0, 14}",157,168,11,11,0.003820969257503748,0.8523400271467121
4,1,"{0, 22}",199,205,6,6,0.03307231143116951,0.8523400271467121
4,1,"{0, 23}",119,95,-24,24,0.002215942833572626,0.8523400271467121
4,1,"{0, 24}",128,136,8,8,0.0027753738686442375,0.8523400271467121
4,1,"{0, 27}",79,53,-26,26,0.001575272879563272,0.8523400271467121
4,1,"{0, 29}",89,52,-37,37,0.0016269269399344921,0.8523400271467121
4,1,"{0, 31}",98,78,-20,20,0.0017192461527884007,0.8523400271467121
4,1,"{0, 37}",146,174,28,28,0.003664972959086299,0.8523400271467121
4,1,"{0, 39}",81,51,-30,30,0.001554313232190907,0.8523400271467121
4,1,"{0, 46}",64,49,-15,15,0.0015639114426448941,0.8523400271467121
4,1,"{0, 48}",82,106,24,24,0.0034423850011080503,0.8523400271467121
4,1,"{0, 53}",5,47,42,42,0.0022101239301264286,0.8523400271467121
4,1,"{0, 57}",118,123,5,5,0.0024183818604797125,0.8523400271467121
4,1,"{0, 58}",136,153,17,17,0.003257902804762125,0.8523400271467121
4,1,"{0, 59}",87,45,-42,42,0.0015133148990571499,0.8523400271467121
4,1,"{1, 3}",37,44,7,7,0.001123306923545897,0.8523400271467121
4,1,"{8, 1}",42,73,31,31,0.0010796040296554565,0.8523400271467121
4,1,"{1, 10}",111,90,-21,21,0.0018571169348433614,0.8523400271467121
4,1,"{1, 13}",55,50,-5,5,0.0014232577523216605,0.8523400271467121
4,1,"{1, 14}",173,173,0,0,0.0034527757670730352,0.8523400271467121
4,1,"{1, 22}",200,195,-5,5,0.027974339202046394,0.8523400271467121
4,1,"{1, 23}",54,92,38,38,0.0019882312044501305,0.8523400271467121
4,1,"{24, 1}",117,102,-15,15,0.0023824383970350027,0.8523400271467121
4,1,"{1, 27}",22,64,42,42,0.001247153733856976,0.8523400271467121
4,1,"{1, 29}",15,86,71,71,0.0012927160132676363,0.8523400271467121
4,1,"{1, 31}",7,66,59,59,0.0014134278753772378,0.8523400271467121
4,1,"{1, 37}",155,170,15,15,0.00327203213237226,0.8523400271467121
4,1,"{1, 39}",31,71,40,40,0.001208669156767428,0.8523400271467121
4,1,"{1, 46}",51,68,17,17,0.0012439214624464512,0.8523400271467121
4,1,"{48, 1}",170,155,-15,15,0.0030135030392557383,0.8523400271467121
4,1,"{1, 53}",110,98,-12,12,0.0019003330962732434,0.8523400271467121
4,1,"{1, 57}",69,101,32,32,0.0020587812177836895,0.8523400271467121
4,1,"{1, 58}",141,180,39,39,0.0029226315673440695,0.8523400271467121
4,1,"{1, 59}",48,67,19,19,0.0011759096523746848,0.8523400271467121
4,1,"{8, 3}",0,63,63,63,0.0005822561797685921,0.8523400271467121
4,1,"{10, 3}",91,62,-29,29,0.0015861920546740294,0.8523400271467121
4,1,"{3, 13}",38,43,5,5,0.001040622591972351,0.8523400271467121
4,1,"{3, 14}",182,181,-1,1,0.003167752642184496,0.8523400271467121
4,1,"{3, 22}",207,196,-11,11,0.031801462173461914,0.8523400271467121
4,1,"{3, 23}",66,30,-36,36,0.0016287934267893434,0.8523400271467121
4,1,"{24, 3}",127,114,-13,13,0.0020549334585666656,0.8523400271467121
4,1,"{27, 3}",13,16,3,3,0.0008067735470831394,0.8523400271467121
4,1,"{3, 29}",18,15,-3,3,0.0009210424614138901,0.8523400271467121
4,1,"{3, 31}",28,14,-14,14,0.0010123108513653278,0.8523400271467121
4,1,"{3, 37}",169,154,-15,15,0.0029301783069968224,0.8523400271467121
4,1,"{3, 39}",2,12,10,10,0.0006997589953243732,0.8523400271467121
4,1,"{3, 46}",23,11,-12,12,0.0007970177684910595,0.8523400271467121
4,1,"{48, 3}",159,141,-18,18,0.002757687121629715,0.8523400271467121
4,1,"{3, 53}",86,9,-77,77,0.0015617855824530125,0.8523400271467121
4,1,"{57, 3}",100,91,-9,9,0.0017515463987365365,0.8523400271467121
4,1,"{58, 3}",149,147,-2,2,0.0025824543554335833,0.8523400271467121
4,1,"{59, 3}",12,7,-5,5,0.0007790517993271351,0.8523400271467121
4,1,"{8, 10}",80,6,-74,74,0.0015488541685044765,0.8523400271467121
4,1,"{8, 13}",36,5,-31,31,0.0009416512912139297,0.8523400271467121
4,1,"{8, 14}",181,171,-10,10,0.0030378776136785746,0.8523400271467121
4,1,"{8, 22}",205,199,-6,6,0.03292408213019371,0.8523400271467121
4,1,"{8, 23}",67,2,-65,65,0.0015019787242636085,0.8523400271467121
4,1,"{8, 24}",126,115,-11,11,0.002000950276851654,0.8523400271467121
4,1,"{8, 27}",17,18,1,1,0.0007601910619996488,0.8523400271467121
4,1,"{8, 29}",25,72,47,47,0.0008666518842801452,0.8523400271467121
4,1,"{8, 31}",33,19,-14,14,0.0009628176921978593,0.8523400271467121
4,1,"{8, 37}",166,143,-23,23,0.0028747667092829943,0.8523400271467121
4,1,"{8, 39}",8,21,13,13,0.0006731064058840275,0.8523400271467121
4,1,"{8, 46}",20,39,19,19,0.000740701740141958,0.8523400271467121
4,1,"{8, 48}",154,133,-21,21,0.0026920021045953035,0.8523400271467121
4,1,"{8, 53}",74,38,-36,36,0.0014591030776500702,0.8523400271467121
4,1,"{8, 57}",97,75,-22,22,0.0016763833118602633,0.8523400271467121
4,1,"{8, 58}",145,151,6,6,0.002435858827084303,0.8523400271467121
4,1,"{8, 59}",11,36,25,25,0.0007229191833175719,0.8523400271467121
4,1,"{10, 13}",73,35,-38,38,0.001846720464527607,0.8523400271467121
4,1,"{10, 14}",139,166,27,27,0.003959910478442907,0.8523400271467121
4,1,"{10, 22}",197,203,6,6,0.03076045960187912,0.8523400271467121
4,1,"{10, 23}",116,117,1,1,0.002396895783022046,0.8523400271467121
4,1,"{24, 10}",124,135,11,11,0.0028256571386009455,0.8523400271467121
4,1,"{10, 27}",93,33,-60,60,0.0017007188871502876,0.8523400271467121
4,1,"{10, 29}",101,76,-25,25,0.0017397734336555004,0.8523400271467121
4,1,"{10, 31}",107,84,-23,23,0.0018685604445636272,0.8523400271467121
4,1,"{10, 37}",138,165,27,27,0.0037362067960202694,0.8523400271467121
4,1,"{10, 39}",94,40,-54,54,0.0017003940884023905,0.8523400271467121
4,1,"{10, 46}",77,31,-46,46,0.001719674444757402,0.8523400271467121
4,1,"{48, 10}",72,105,33,33,0.0035602839197963476,0.8523400271467121
4,1,"{10, 53}",6,104,98,98,0.0023648757487535477,0.8523400271467121
4,1,"{57, 10}",115,108,-7,7,0.0025156806223094463,0.8523400271467121
4,1,"{10, 58}",134,142,8,8,0.003384989220649004,0.8523400271467121
4,1,"{10, 59}",104,81,-23,23,0.0016675597289577127,0.8523400271467121
4,1,"{13, 14}",177,161,-16,16,0.0033782573882490396,0.8523400271467121
4,1,"{13, 22}",201,194,-7,7,0.03828376904129982,0.8523400271467121
4,1,"{13, 23}",95,25,-70,70,0.0018743207911029458,0.8523400271467121
4,1,"{24, 13}",135,120,-15,15,0.00235935696400702,0.8523400271467121
4,1,"{27, 13}",47,23,-24,24,0.0011440129019320011,0.8523400271467121
4,1,"{29, 13}",50,22,-28,28,0.0012023993767797947,0.8523400271467121
4,1,"{13, 31}",53,87,34,34,0.0012503723846748471,0.8523400271467121
4,1,"{37, 13}",172,163,-9,9,0.003209793008863926,0.8523400271467121
4,1,"{13, 39}",44,60,16,16,0.0011145374737679958,0.8523400271467121
4,1,"{13, 46}",14,13,-1,1,0.001140184118412435,0.8523400271467121
4,1,"{48, 13}",151,134,-17,17,0.003029729938134551,0.8523400271467121
4,1,"{53, 13}",71,24,-47,47,0.0018255042377859354,0.8523400271467121
4,1,"{57, 13}",114,85,-29,29,0.001989796757698059,0.8523400271467121
4,1,"{58, 13}",147,176,29,29,0.0028511129785329103,0.8523400271467121
4,1,"{59, 13}",39,0,-39,39,0.0010755987605080009,0.8523400271467121
4,1,"{14, 22}",190,206,16,16,0.037291549146175385,0.8523400271467121
4,1,"{14, 23}",131,126,-5,5,0.004001162014901638,0.8523400271467121
4,1,"{24, 14}",68,103,35,35,0.004395409021526575,0.8523400271467121
4,1,"{27, 14}",175,162,-13,13,0.003254169365391135,0.8523400271467121
4,1,"{29, 14}",180,169,-11,11,0.0032997557427734137,0.8523400271467121
4,1,"{14, 31}",176,160,-16,16,0.003384560579434037,0.8523400271467121
4,1,"{37, 14}",34,119,85,85,0.00534208957105875,0.8523400271467121
4,1,"{14, 39}",186,185,-1,1,0.0032904241234064102,0.8523400271467121
4,1,"{46, 14}",178,172,-6,6,0.0032911207526922226,0.8523400271467121
4,1,"{48, 14}",189,208,19,19,0.005185797344893217,0.8523400271467121
4,1,"{53, 14}",153,150,-3,3,0.0038335570134222507,0.8523400271467121
4,1,"{57, 14}",112,107,-5,5,0.004064769949764013,0.8523400271467121
4,1,"{58, 14}",43,130,87,87,0.005153590813279152,0.8523400271467121
4,1,"{59, 14}",187,187,0,0,0.0031738257966935635,0.8523400271467121
4,1,"{22, 23}",196,202,6,6,0.03143046423792839,0.8523400271467121
4,1,"{24, 22}",193,192,-1,1,0.039609022438526154,0.8523400271467121
4,1,"{27, 22}",202,198,-4,4,0.0346502847969532,0.8523400271467121
4,1,"{29, 22}",206,193,-13,13,0.037324342876672745,0.8523400271467121
4,1,"{22, 31}",203,204,1,1,0.03436620905995369,0.8523400271467121
4,1,"{37, 22}",191,190,-1,1,0.03787985071539879,0.8523400271467121
4,1,"{22, 39}",208,201,-7,7,0.039720647037029266,0.8523400271467121
4,1,"{46, 22}",204,200,-4,4,0.03452173247933388,0.8523400271467121
4,1,"{48, 22}",195,189,-6,6,0.036817170679569244,0.8523400271467121
4,1,"{53, 22}",198,197,-1,1,0.034982986748218536,0.8523400271467121
4,1,"{57, 22}",194,188,-6,6,0.040378157049417496,0.8523400271467121
4,1,"{58, 22}",192,209,17,17,0.03940032795071602,0.8523400271467121
4,1,"{59, 22}",209,191,-18,18,0.032090406864881516,0.8523400271467121
4,1,"{24, 23}",52,100,48,48,0.0028347650077193975,0.8523400271467121
4,1,"{27, 23}",58,26,-32,32,0.0017092694761231542,0.8523400271467121
4,1,"{29, 23}",60,27,-33,33,0.0017428799765184522,0.8523400271467121
4,1,"{31, 23}",57,28,-29,29,0.0018234658055007458,0.8523400271467121
4,1,"{37, 23}",113,122,9,9,0.003785698674619198,0.8523400271467121
4,1,"{39, 23}",63,29,-34,34,0.0017041019164025784,0.8523400271467121
4,1,"{46, 23}",84,32,-52,52,0.001748410752043128,0.8523400271467121
4,1,"{48, 23}",183,182,-1,1,0.0034971595741808414,0.8523400271467121
4,1,"{53, 23}",123,121,-2,2,0.0021560657769441605,0.8523400271467121
4,1,"{57, 23}",26,109,83,83,0.0025374973192811012,0.8523400271467121
4,1,"{58, 23}",103,127,24,24,0.0034047793596982956,0.8523400271467121
4,1,"{59, 23}",85,34,-51,51,0.0016229808097705245,0.8523400271467121
4,1,"{24, 27}",120,93,-27,27,0.0021598152816295624,0.8523400271467121
4,1,"{24, 29}",125,113,-12,12,0.002202759264037013,0.8523400271467121
4,1,"{24, 31}",121,94,-27,27,0.002333997981622815,0.8523400271467121
4,1,"{24, 37}",56,110,54,54,0.004188209306448698,0.8523400271467121
4,1,"{24, 39}",129,116,-13,13,0.0021647789981216192,0.8523400271467121
4,1,"{24, 46}",130,112,-18,18,0.0022121225483715534,0.8523400271467121
4,1,"{24, 48}",185,186,1,1,0.003938672598451376,0.8523400271467121
4,1,"{24, 53}",133,128,-5,5,0.002819483168423176,0.8523400271467121
4,1,"{24, 57}",30,96,66,66,0.002897815313190222,0.8523400271467121
4,1,"{24, 58}",49,129,80,80,0.0038850929122418165,0.8523400271467121
4,1,"{24, 59}",132,118,-14,14,0.0021081622689962387,0.8523400271467121
4,1,"{27, 29}",1,37,36,36,0.0010505260434001684,0.8523400271467121
4,1,"{27, 31}",9,88,79,79,0.0011363861849531531,0.8523400271467121
4,1,"{27, 37}",160,140,-20,20,0.0030483852606266737,0.8523400271467121
4,1,"{27, 39}",4,20,16,16,0.0009003218729048967,0.8523400271467121
4,1,"{27, 46}",35,1,-34,34,0.0009548247908242047,0.8523400271467121
4,1,"{48, 27}",161,139,-22,22,0.0029001026414334774,0.8523400271467121
4,1,"{27, 53}",90,3,-87,87,0.0016670122276991606,0.8523400271467121
4,1,"{57, 27}",83,4,-79,79,0.0018675096798688173,0.8523400271467121
4,1,"{58, 27}",140,179,39,39,0.0026746955700218678,0.8523400271467121
4,1,"{59, 27}",29,8,-21,21,0.000912881747353822,0.8523400271467121
4,1,"{29, 31}",3,10,7,7,0.0011905598221346736,0.8523400271467121
4,1,"{37, 29}",163,159,-4,4,0.0031632636673748493,0.8523400271467121
4,1,"{29, 39}",10,42,32,32,0.0010063002118840814,0.8523400271467121
4,1,"{29, 46}",40,17,-23,23,0.0010465974919497967,0.8523400271467121
4,1,"{48, 29}",164,144,-20,20,0.0028860631864517927,0.8523400271467121
4,1,"{53, 29}",96,41,-55,55,0.001709519885480404,0.8523400271467121
4,1,"{57, 29}",88,74,-14,14,0.00187693873886019,0.8523400271467121
4,1,"{58, 29}",148,178,30,30,0.0027470008935779333,0.8523400271467121
4,1,"{59, 29}",32,70,38,38,0.0009417845285497606,0.8523400271467121
4,1,"{37, 31}",158,156,-2,2,0.0031840766314417124,0.8523400271467121
4,1,"{39, 31}",21,69,48,48,0.0010991896269842982,0.8523400271467121
4,1,"{46, 31}",46,61,15,15,0.001155487960204482,0.8523400271467121
4,1,"{48, 31}",167,145,-22,22,0.0030238672625273466,0.8523400271467121
4,1,"{53, 31}",106,83,-23,23,0.0018018028931692243,0.8523400271467121
4,1,"{57, 31}",78,89,11,11,0.001980384113267064,0.8523400271467121
4,1,"{58, 31}",142,175,33,33,0.0028263318818062544,0.8523400271467121
4,1,"{59, 31}",41,65,24,24,0.001084029907360673,0.8523400271467121
4,1,"{37, 39}",171,149,-22,22,0.0030947811901569366,0.8523400271467121
4,1,"{37, 46}",168,148,-20,20,0.0030514197424054146,0.8523400271467121
4,1,"{48, 37}",188,207,19,19,0.004931580275297165,0.8523400271467121
4,1,"{53, 37}",144,177,33,33,0.003740760264918208,0.8523400271467121
4,1,"{57, 37}",75,124,49,49,0.003945952281355858,0.8523400271467121
4,1,"{58, 37}",45,132,87,87,0.004811060149222612,0.8523400271467121
4,1,"{59, 37}",174,157,-17,17,0.0029671292286366224,0.8523400271467121
4,1,"{46, 39}",27,59,32,32,0.0008562376024201512,0.8523400271467121
4,1,"{48, 39}",162,138,-24,24,0.002884611953049898,0.8523400271467121
4,1,"{53, 39}",92,46,-46,46,0.0016465844819322228,0.8523400271467121
4,1,"{57, 39}",102,82,-20,20,0.0018421707209199667,0.8523400271467121
4,1,"{58, 39}",150,152,2,2,0.002633337862789631,0.8523400271467121
4,1,"{59, 39}",19,48,29,29,0.0008835254120640457,0.8523400271467121
4,1,"{48, 46}",156,137,-19,19,0.002861287444829941,0.8523400271467121
4,1,"{53, 46}",76,58,-18,18,0.0017141684656962752,0.8523400271467121
4,1,"{57, 46}",108,79,-29,29,0.0018629399128258228,0.8523400271467121
4,1,"{58, 46}",143,164,21,21,0.0027292475569993258,0.8523400271467121
4,1,"{59, 46}",24,54,30,30,0.0009090694366022944,0.8523400271467121
4,1,"{48, 53}",62,97,35,35,0.003535396419465542,0.8523400271467121
4,1,"{48, 57}",179,183,4,4,0.0036863379646092653,0.8523400271467121
4,1,"{48, 58}",184,184,0,0,0.004545856267213821,0.8523400271467121
4,1,"{48, 59}",165,146,-19,19,0.0027630727272480726,0.8523400271467121
4,1,"{57, 53}",122,125,3,3,0.002494239481166005,0.8523400271467121
4,1,"{58, 53}",137,158,21,21,0.0033372894395142794,0.8523400271467121
4,1,"{59, 53}",99,77,-22,22,0.0016028520185500383,0.8523400271467121
4,1,"{57, 58}",59,131,72,72,0.003538731252774596,0.8523400271467121
4,1,"{57, 59}",109,80,-29,29,0.0018225631210952997,0.8523400271467121
4,1,"{58, 59}",152,167,15,15,0.0026453479658812284,0.8523400271467121
4,2,"{9, 4}",39,12,-27,27,0.0014121975982561707,0.8600551356849686
4,2,"{18, 4}",190,206,16,16,0.005031212233006954,0.8600551356849686
4,2,"{19, 4}",47,15,-32,32,0.0011787465773522854,0.8600551356849686
4,2,"{4, 21}",107,55,-52,52,0.002031387761235237,0.8600551356849686
4,2,"{25, 4}",12,23,11,11,0.001078678877092898,0.8600551356849686
4,2,"{32, 4}",29,52,23,23,0.0013698791153728962,0.8600551356849686
4,2,"{33, 4}",92,92,0,0,0.0019454305293038487,0.8600551356849686
4,2,"{34, 4}",63,35,-28,28,0.0016250459011644125,0.8600551356849686
4,2,"{35, 4}",53,27,-26,26,0.0013577414210885763,0.8600551356849686
4,2,"{4, 36}",24,14,-10,10,0.0012198040494695306,0.8600551356849686
4,2,"{42, 4}",5,13,8,8,0.0009109663078561425,0.8600551356849686
4,2,"{4, 44}",150,116,-34,34,0.0026122573763132095,0.8600551356849686
4,2,"{4, 45}",151,125,-26,26,0.0026795861776918173,0.8600551356849686
4,2,"{4, 47}",1,36,35,35,0.0009150978294201195,0.8600551356849686
4,2,"{49, 4}",74,69,-5,5,0.0016738491831347346,0.8600551356849686
4,2,"{50, 4}",52,11,-41,41,0.001273315167054534,0.8600551356849686
4,2,"{4, 52}",154,139,-15,15,0.002789961639791727,0.8600551356849686
4,2,"{4, 54}",44,16,-28,28,0.0009778644889593124,0.8600551356849686
4,2,"{4, 55}",119,103,-16,16,0.0019215684151276946,0.8600551356849686
4,2,"{4, 63}",89,77,-12,12,0.0019751540385186672,0.8600551356849686
4,2,"{9, 18}",202,200,-2,2,0.005493332631886005,0.8600551356849686
4,2,"{9, 19}",82,32,-50,50,0.0017164723249152303,0.8600551356849686
4,2,"{9, 21}",112,61,-51,51,0.0024991161189973354,0.8600551356849686
4,2,"{9, 25}",19,49,30,30,0.0015822560526430607,0.8600551356849686
4,2,"{32, 9}",6,10,4,4,0.0018896148540079594,0.8600551356849686
4,2,"{9, 33}",142,152,10,10,0.002415059134364128,0.8600551356849686
4,2,"{9, 34}",121,120,-1,1,0.002078067744150758,0.8600551356849686
4,2,"{9, 35}",103,66,-37,37,0.00181143160443753,0.8600551356849686
4,2,"{9, 36}",10,21,11,11,0.0017356806201860309,0.8600551356849686
4,2,"{9, 42}",31,44,13,13,0.001423863461241126,0.8600551356849686
