q,n_train,n_test,test_train_spearman,test_train_pearson,test_train_rmse,test_train_mae,test_train_norm_stress,test_test_spearman,test_test_pearson,test_test_rmse,test_test_mae,test_test_norm_stress,layer,label,realization,repetition,fold,seed
4,52,12,0.17677733053463393,0.23911759878047398,0.006235330609931054,0.0028284621378013926,0.8386891362356984,-0.024611209685836553,0.18073392192079157,0.005569951625263774,0.0029784809594679876,0.8559045695634749,middle,null_a,0,0,4,4244
6,52,12,0.16793999259167797,0.2500207834312735,0.006228822018959295,0.002823670667285804,0.8378136919518747,0.0007723619663918171,0.09883032697002625,0.005664035103988456,0.0029684170117401285,0.8703618727464393,middle,null_a,0,0,4,4246
8,52,12,0.1785964686998395,0.2534492923592621,0.006227042521475728,0.002827900859670687,0.8375743389326378,0.022565494207285257,0.13739511770571972,0.005621473804551631,0.0029741003778767914,0.8638217063095697,middle,null_a,0,0,4,4248
2,51,13,0.20566498609165093,0.23516899614860445,0.003125261873355092,0.002516541919970802,0.5210713653683504,-0.19503281528597982,-0.21354598750320195,0.0035780372395415212,0.0028368282372092123,0.6613770750158566,last,null_a,0,0,0,4202
4,51,13,0.2562550924124105,0.28123236555333575,0.002721900371310816,0.0021709666733483557,0.4538193598966928,-0.022825275989832947,-0.03204215123830367,0.002958909473440317,0.0023651336797989313,0.5469353060817846,last,null_a,0,0,0,4204
6,51,13,0.3304621336983592,0.3484811717129734,0.0025619252526760785,0.002018309931968916,0.4271468899182081,0.10456631975619317,0.06792916815133826,0.0027132616971050796,0.0020778772014176557,0.5015289011396251,last,null_a,0,0,0,4206
8,51,13,0.39018588880271254,0.39538812273015356,0.0024937842982273636,0.0019783258894761203,0.4157858259143212,0.054363358160826505,0.030240222140938248,0.0026909449768024573,0.0020697037124288086,0.4974037995239732,last,null_a,0,0,0,4208
2,51,13,0.1920349440577857,0.1987489847047168,0.0031353215832290076,0.0024718580533601383,0.5382448662012947,0.024722113329708265,0.017956133722502543,0.0032878254508050594,0.0025183459079218215,0.5489558573923423,last,null_a,0,0,1,4212
4,51,13,0.2542132275324864,0.2732943014422794,0.002712171603892394,0.0021827122606503007,0.4656021410564781,-0.06291177177253127,-0.04620659052802248,0.0032041693785177295,0.0025783900959066956,0.5349881174451617,last,null_a,0,0,1,4214
6,51,13,0.3006493994185652,0.3142449328975435,0.002599746664923313,0.0021003946162901693,0.4463020008230857,-0.05405986418644646,-0.03689932494937033,0.002874441012017054,0.002346096444867933,0.4799346114585123,last,null_a,0,0,1,4216
8,51,13,0.34587656857007937,0.36084338003286187,0.002532139506606473,0.0020523875844852195,0.43469578917412915,0.069462183386234,0.08432143031337194,0.002588367743954653,0.0021316383136011485,0.4321700331693055,last,null_a,0,0,1,4218
2,51,13,0.17074324556911735,0.1857882350087544,0.0032134116720463394,0.002580454834857379,0.5335450423696577,-0.007650577270830435,-0.029161262385445464,0.00327326429397641,0.002676830806693797,0.6114387992363118,last,null_a,0,0,2,4222
4,51,13,0.2834262368334323,0.28886130494354856,0.0027095781614325624,0.002108351798700922,0.4498900677810783,-0.06986684201874074,-0.04155826954467065,0.002873838830454199,0.0023248537969802322,0.5368269732832841,last,null_a,0,0,2,4224
6,51,13,0.33009406355857734,0.3406293914558618,0.0025767300603967667,0.002051354723327552,0.42783237554311654,-0.1508744420136825,-0.12112208826363188,0.002867235610230535,0.0023430665548389573,0.5355935058079935,last,null_a,0,0,2,4226
8,51,13,0.3982929846547815,0.40694929001095925,0.0024861481105374504,0.0019605154324750396,0.41279242573026287,-0.15469340785796482,-0.1994935578645402,0.002806893809469447,0.0022682918375140936,0.5243217859322069,last,null_a,0,0,2,4228
2,51,13,0.19302168002710351,0.2032102351638102,0.00318629031641228,0.0025568503269964835,0.5338555972980312,-0.17191669090403267,-0.16626995761372396,0.0035111483705796607,0.0029036309506898536,0.6507128984590937,last,null_a,0,0,3,4232
4,51,13,0.2945875036831719,0.30737719561136956,0.0026841496779693654,0.0021303974474779896,0.449723090889952,-0.03486387030690828,-0.018847778920038888,0.0028102963300013204,0.00231798015998366,0.5208256323620442,last,null_a,0,0,3,4234
6,51,13,0.33454092236672356,0.34626365845320856,0.002567033043836029,0.002046798256492761,0.4301004688248076,-0.06612374966805346,-0.08805214760626161,0.0028176802517296366,0.002336692206673979,0.5221940772702935,last,null_a,0,0,3,4236
8,51,13,0.36247332428235174,0.3817836721827195,0.0025143301181234866,0.002029597360682815,0.4212702151154396,-0.06260827779815122,-0.09446242534030402,0.0027125606800074732,0.0022315085938408247,0.5027125134112264,last,null_a,0,0,3,4238
2,52,12,0.21706926781084088,0.23404600742199616,0.0030711938914605923,0.0024161137572216366,0.5181124971067405,0.11950735831332848,0.12013066017329621,0.0030324175472970284,0.0025383433166154467,0.5406194108371475,last,null_a,0,0,4,4242
4,52,12,0.23853389307321893,0.26051130061649597,0.0026857420535837686,0.002124951845325467,0.4530865100493856,-0.02102077027450162,-0.025894319005250993,0.0027737720083183533,0.0023428855148792233,0.4945080832520181,last,null_a,0,0,4,4244
6,52,12,0.31228887516977405,0.3292808894756458,0.0025145846209162063,0.001979185964790195,0.4242121348155915,0.020853773092579065,0.03318957070708484,0.0026229104518840076,0.002231959732903702,0.4676124844482818,last,null_a,0,0,4,4246
